Frame_length_stored_into_the_capture_file_per_100msec,Length_per_100msec,L2CAP_count_per_100msec,HCI_ACL_count_per_100msec,HCI_EVT_count_per_100msec,Received_count_per_100msec,Sent_count_per_100msec,Command_Complete_count_per_100msec,Disconnect_complete_count_per_100msec,Class,,,
254.57,228.54,1.99,0,1.01,2,1,380.96,1,0,,,
252.16,226.18,1.97,0,1,1.98,1.02,383.59,1,0,,,
254.55,228.56,1.99,0,1.01,2,1,384,1,0,,,
255.74,229.74,2,0,1,2.01,0.99,384,1,0,,,
256.95,230.94,2.01,0,0.99,1.99,1.01,384,1,0,,,
250,224.04,1.95,0,1.02,1.99,1.01,384.99,1,0,,,
255.74,229.74,2,0,1,2.01,0.99,387,1,0,,,
247.73,221.78,1.93,0,1.01,1.97,1.03,390.9,1,0,,,
252.23,226.32,1.97,0.02,1.01,2.01,0.99,393,1,0,,,
256.91,230.9,2.01,0,0.99,2,1,393,1,0,,,
252.28,226.3,1.97,0,1,1.97,1.03,394.95,1,0,,,
253.46,227.48,1.98,0,1.02,2.01,0.99,396,1,0,,,
259.27,233.24,2.03,0,0.97,1.99,1.01,396,1,0,,,
254.59,228.6,1.99,0,1.01,2,1,396,1,0,,,
239.61,213.72,1.86,0,1.05,1.98,1.02,397.97,1,0,,,
254.47,228.6,1.99,0.04,0.97,2.01,0.99,405,1,0,,,
254.67,228.68,1.99,0,1.01,2,1,405,1,0,,,
255.78,229.78,2,0,1,2.01,0.99,405,1,0,,,
252.28,226.3,1.97,0,1,1.97,1.03,406.69,1,0,,,
253.58,227.6,1.98,0,1.02,2.01,0.99,408,1,0,,,
257.05,231.04,2.01,0,0.99,2.01,0.99,408,1,0,,,
256.97,230.96,2.01,0,0.99,1.98,1.02,408,1,0,,,
239.65,213.76,1.86,0,1.05,1.98,1.02,411.12,1,0,,,
255.92,229.92,2,0,1,2.01,0.99,417,1,0,,,
258.18,232.16,2.02,0,0.98,1.98,1.02,417,1,0,,,
254.67,228.68,1.99,0,1.01,2.01,0.99,417,1,0,,,
252.42,226.44,1.97,0,1,1.99,1.01,418.03,1,0,,,
255.84,229.84,2,0,1,1.99,1.01,420,1,0,,,
254.67,228.68,1.99,0,1.01,2.01,0.99,420,1,0,,,
254.79,228.8,1.99,0,1.01,2,1,420,1,0,,,
245.46,219.52,1.91,0,1,1.96,1.04,425.04,1,0,,,
254.67,228.68,1.99,0,1.01,2,1,429,1,0,,,
253.54,227.56,1.98,0,1.02,2.01,0.99,429,1,0,,,
259.39,233.36,2.03,0,0.97,1.99,1.01,429,1,0,,,
247.61,221.8,1.93,0.04,1.02,2.02,0.98,429.01,1,0,,,
255.81,229.8,2,0,0.98,1.98,1.02,431.81,1,0,,,
254.75,228.76,1.99,0,1.01,2.01,0.99,432,1,0,,,
257.11,231.1,2.01,0,0.99,2,1,432,1,0,,,
246.72,220.78,1.92,0,1.02,1.97,1.03,437.1,1,0,,,
250.12,224.16,1.95,0,1.02,2,1,438.27,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,441,1,0,,,
257.09,231.08,2.01,0,0.99,1.99,1.01,441,1,0,,,
255.92,229.92,2,0,1,2.01,0.99,441,1,0,,,
248.97,223.02,1.94,0,1.03,2,1,442.42,1,0,,,
259.41,233.38,2.03,0,0.97,1.99,1.01,444,1,0,,,
247.87,221.92,1.93,0,1.01,1.96,1.04,446.12,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,450,1,0,,,
248.95,223,1.94,0,1.03,2,1,452.31,1,0,,,
259.43,233.4,2.03,0,0.97,1.98,1.02,453,1,0,,,
254.75,228.76,1.99,0,1.01,2.01,0.99,453,1,0,,,
255.94,229.94,2,0,1,2.01,0.99,453,1,0,,,
246.67,220.74,1.92,0,1.05,2,1,453.6,1,0,,,
259.39,233.36,2.03,0,0.97,1.99,1.01,456,1,0,,,
245.57,219.64,1.91,0,1.03,1.98,1.02,459.26,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,462,1,0,,,
252.44,226.46,1.97,0,1,1.99,1.01,463.35,1,0,,,
254.67,228.74,1.99,0.02,0.99,2,1,465,1,0,,,
254.83,228.84,1.99,0,1.01,2,1,465,1,0,,,
255.92,229.92,2,0,1,2.01,0.99,465,1,0,,,
257.09,231.08,2.01,0,0.99,1.99,1.01,465,1,0,,,
250.12,224.16,1.95,0,1.02,1.99,1.01,467.43,1,0,,,
246.72,220.78,1.92,0,1.02,1.99,1.01,473.24,1,0,,,
258.28,232.26,2.02,0,0.98,1.98,1.02,474,1,0,,,
257.07,231.06,2.01,0,0.99,2.01,0.99,474,1,0,,,
257.11,231.1,2.01,0,0.99,1.98,1.02,474,1,0,,,
250.12,224.16,1.95,0,1.02,2,1,474.85,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,477,1,0,,,
255.92,229.92,2,0,1,1.99,1.01,477,1,0,,,
245.57,219.64,1.91,0,1.03,1.99,1.01,478.5,1,0,,,
252.46,226.48,1.97,0,1,1.99,1.01,484.63,1,0,,,
258.26,232.24,2.02,0,0.98,1.98,1.02,486,1,0,,,
252.45,226.48,1.97,0,1.03,2.02,0.98,486,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,486,1,0,,,
255.92,229.92,2,0,1,1.99,1.01,486,1,0,,,
257.07,231.08,2.01,0,0.98,1.99,1.01,486,1,0,,,
250.14,224.16,1.95,0,1.03,2,1,488.82,1,0,,,
246.74,220.8,1.92,0,1.02,1.98,1.02,490.98,1,0,,,
258.22,232.2,2.02,0,0.98,1.99,1.01,495,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,495,1,0,,,
250.1,224.16,1.95,0,1.02,1.99,1.01,495.12,1,0,,,
253.64,227.64,1.98,0,1.02,2.01,0.99,497.97,1,0,,,
257.11,231.1,2.01,0,0.99,2.01,0.99,498,1,0,,,
257.11,231.1,2.01,0,0.99,1.98,1.02,498,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,498,1,0,,,
240.9,215,1.87,0,1.04,1.98,1.02,502.08,1,0,,,
259.39,233.36,2.03,0,0.97,1.98,1.02,507,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,507,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,507,1,0,,,
251.27,225.3,1.96,0,1.01,2,1,509.42,1,0,,,
257.11,231.1,2.01,0,0.99,1.99,1.01,510,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,510,1,0,,,
255.92,229.92,2,0,1,1.99,1.01,510,1,0,,,
244.38,218.48,1.9,0,1.03,1.98,1.02,514.38,1,0,,,
253.63,227.62,1.98,0,1,2,1,518.76,1,0,,,
255.94,229.94,2,0,1,1.99,1.01,519,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,519,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,519,1,0,,,
251.25,225.28,1.96,0,1.01,1.98,1.02,519.36,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,522,1,0,,,
250.15,224.24,1.95,0,1.01,1.98,1.02,522.1,1,0,,,
251.36,225.34,1.96,0,1.02,2.01,0.99,527.84,1,0,,,
252.44,226.46,1.97,0,1,1.97,1.03,528.39,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,531,1,0,,,
252.45,226.48,1.97,0,1.03,2.01,0.99,531,1,0,,,
260.56,234.52,2.04,0,0.96,1.98,1.02,531,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,531,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,531,1,0,,,
240.92,215.02,1.87,0,1.04,1.98,1.02,532.92,1,0,,,
257.11,231.1,2.01,0,0.99,1.98,1.02,540,1,0,,,
255.92,229.92,2,0,1,2.01,0.99,540,1,0,,,
257.09,231.08,2.01,0,0.99,1.99,1.01,540,1,0,,,
248.95,223,1.94,0,1.03,2,1,541.09,1,0,,,
257.09,231.08,2.01,0,0.99,2.01,0.99,543,1,0,,,
257.09,231.08,2.01,0,0.99,1.98,1.02,543,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,543,1,0,,,
243.24,217.32,1.89,0,1.02,1.97,1.03,547.27,1,0,,,
255.92,229.92,2,0,1,1.99,1.01,552,1,0,,,
257.09,231.08,2.01,0,0.99,2.01,0.99,552,1,0,,,
257.09,231.08,2.01,0,0.99,1.98,1.02,552,1,0,,,
250.12,224.16,1.95,0,1.02,2,1,553.45,1,0,,,
257.09,231.08,2.01,0,0.99,2,1,555,1,0,,,
251.32,225.36,1.96,0,1.04,2.01,0.99,555,1,0,,,
259.39,233.36,2.03,0,0.97,1.99,1.01,555,1,0,,,
243.21,217.36,1.89,0.02,1.03,1.99,1.01,559.38,1,0,,,
250.12,224.16,1.95,0,1.02,2,1,563.29,1,0,,,
259.39,233.36,2.03,0,0.97,1.98,1.02,564,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,564,1,0,,,
257.09,231.08,2.01,0,0.99,2.01,0.99,564,1,0,,,
254.73,228.76,1.99,0,0.99,1.98,1.02,564.07,1,0,,,
252.48,226.48,1.97,0,1.02,2,1,566.93,1,0,,,
247.91,221.96,1.93,0,1.01,1.99,1.01,567.9,1,0,,,
257.09,231.08,2.01,0,0.99,1.98,1.02,573,1,0,,,
253.62,227.64,1.98,0,1.02,2.01,0.99,573,1,0,,,
253.59,227.6,1.98,0,0.99,1.99,1.01,574.35,1,0,,,
255.92,229.92,2,0,1,1.99,1.01,576,1,0,,,
254.79,228.8,1.99,0,1.01,2.01,0.99,576,1,0,,,
257.11,231.1,2.01,0,0.99,2,1,576,1,0,,,
257.15,231.14,2.01,0,0.99,1.99,1.01,576,1,0,,,
245.67,219.74,1.91,0,1.03,1.98,1.02,576.74,1,0,,,
257.19,231.18,2.01,0,0.99,2.01,0.99,582,1,0,,,
256.02,230.02,2,0,1,1.99,1.01,582,1,0,,,
250.2,224.24,1.95,0,1.02,1.99,1.01,584.49,1,0,,,
256.04,230.04,2,0,1,2.01,0.99,585,1,0,,,
257.21,231.2,2.01,0,0.99,1.99,1.01,585,1,0,,,
254.87,228.88,1.99,0,1.01,2,1,585,1,0,,,
252.52,226.54,1.97,0,1,2,1,585.41,1,0,,,
245.55,219.68,1.91,0.02,1.01,1.97,1.03,589.68,1,0,,,
254.76,228.89,1.99,0.04,0.97,2.01,0.99,594,1,0,,,
209.44,178.31,1.69,0.02,1.13,2.1,0.9,594.12,2.12,0,,,
255.8,229.78,1.98,0,1.02,2.01,0.99,599.98,3,0,,,
256.93,230.94,1.99,0,1.01,2.01,0.99,600,3,0,,,
249.93,223.98,1.93,0,1.01,1.98,1.02,603.54,3,0,,,
258.08,232.08,2,0,1,1.99,1.01,606,3,0,,,
242.92,217.02,1.87,0,1.04,1.98,1.02,608.86,3,0,,,
261.61,235.58,2.03,0,0.97,1.98,1.02,615,3,0,,,
255.74,229.76,1.98,0,1.02,2.01,0.99,615,3,0,,,
259.27,233.26,2.01,0,0.99,2.01,0.99,615,3,0,,,
258.1,232.1,2,0,1,1.99,1.01,615,3,0,,,
256.91,230.92,1.99,0,1.01,2.01,0.99,615,3,0,,,
244.09,218.18,1.88,0,1.03,1.98,1.02,618.55,3,0,,,
254.45,228.6,1.97,0.04,0.99,2.01,0.99,624,3,0,,,
259.27,233.26,2.01,0,0.99,2,1,624,3,0,,,
258.1,232.1,2,0,1,1.99,1.01,624,3,0,,,
256.93,230.94,1.99,0,1.01,2.01,0.99,624,3,0,,,
259.25,233.24,2.01,0,0.99,2,1,624,3,0,,,
253.43,227.46,1.96,0,1.01,1.98,1.02,624.94,3,0,,,
251.08,225.12,1.94,0,1,1.98,1.02,631.52,3,0,,,
258.1,232.1,2,0,1,1.99,1.01,633,3,0,,,
256.93,230.94,1.99,0,1.01,2.01,0.99,633,3,0,,,
259.27,233.26,2.01,0,0.99,2,1,633,3,0,,,
258.08,232.08,2,0,1,1.99,1.01,633,3,0,,,
256.99,231,1.99,0,1.01,2,1,633,3,0,,,
253.49,227.52,1.96,0,1.01,2,1,634.35,3,0,,,
250,224.05,1.93,0,1.01,1.97,1.03,638.46,3,0,,,
257.02,231.03,1.99,0,1.01,2,1,642,3,0,,,
255.82,229.84,1.98,0,1.02,2.01,0.99,642,3,0,,,
261.67,235.64,2.03,0,0.97,1.99,1.01,642,3,0,,,
256.99,231,1.99,0,1.01,2,1,642,3,0,,,
254.65,228.67,1.97,0,1,1.99,1.01,644.22,3,0,,,
258.18,232.18,2,0,1,1.99,1.01,645,3,0,,,
257.01,231.02,1.99,0,1.01,2.01,0.99,645,3,0,,,
249.99,224.04,1.93,0,1.01,1.98,1.02,650.18,3,0,,,
258.16,232.16,2,0,1,1.99,1.01,651,3,0,,,
256.99,231,1.99,0,1.01,2.01,0.99,651,3,0,,,
253.49,227.52,1.96,0,1.01,2,1,652.62,3,0,,,
259.34,233.33,2.01,0,0.99,1.99,1.01,654,3,0,,,
257.02,231.03,1.99,0,1.01,2,1,654,3,0,,,
258.16,232.16,2,0,1,2.01,0.99,654,3,0,,,
249.99,224.04,1.93,0,1.01,1.97,1.03,655.98,3,0,,,
256.99,231,1.99,0,1.01,2,1,660,3,0,,,
254.66,228.68,1.97,0,1,2,1,660.39,3,0,,,
254.53,228.68,1.97,0.04,0.99,2,1,663,3,0,,,
258.18,232.18,2,0,1,2.01,0.99,663,3,0,,,
259.36,233.35,2.01,0,0.99,1.99,1.01,663,3,0,,,
257.04,231.05,1.99,0,1.01,2,1,663,3,0,,,
258.24,232.24,2,0,1,2.01,0.99,663,3,0,,,
250.06,224.11,1.93,0,1.01,1.97,1.03,666.9,3,0,,,
257.02,231.03,1.99,0,1.01,2,1,669,3,0,,,
253.57,227.6,1.96,0,1.01,2,1,670.9,3,0,,,
259.38,233.37,2.01,0,0.99,1.99,1.01,672,3,0,,,
257.04,231.05,1.99,0,1.01,2,1,672,3,0,,,
258.24,232.24,2,0,1,2.01,0.99,672,3,0,,,
260.58,234.56,2.02,0,0.98,1.98,1.02,672,3,0,,,
247.68,221.75,1.91,0,1.03,1.99,1.01,672.66,3,0,,,
258.23,232.23,2,0,1,2.01,0.99,678,3,0,,,
254.71,228.74,1.97,0,1.01,1.98,1.02,678.07,3,0,,,
255.87,229.88,1.98,0,1.01,2,1,680.93,3,0,,,
259.41,233.4,2.01,0,0.99,2.01,0.99,681,3,0,,,
259.41,233.4,2.01,0,0.99,1.98,1.02,681,3,0,,,
255.84,229.86,1.98,0,1.02,2.01,0.99,681,3,0,,,
258.24,232.24,2,0,1,2.01,0.99,681,3,0,,,
250.03,224.08,1.93,0,1.01,1.96,1.04,684.38,3,0,,,
251.21,225.26,1.94,0,1.03,2,1,689.25,3,0,,,
259.4,233.39,2.01,0,0.99,2.01,0.99,690,3,0,,,
259.36,233.35,2.01,0,0.99,1.98,1.02,690,3,0,,,
255.9,229.92,1.98,0,1.02,2.01,0.99,690,3,0,,,
259.41,233.4,2.01,0,0.99,2.01,0.99,690,3,0,,,
259.37,233.36,2.01,0,0.99,1.98,1.02,690,3,0,,,
246.54,220.62,1.9,0,1.04,1.99,1.01,690.6,3,0,,,
252.39,226.43,1.95,0,1.02,2,1,697.17,3,0,,,
261.7,235.67,2.03,0,0.97,1.98,1.02,699,3,0,,,
255.9,229.92,1.98,0,1.02,2.01,0.99,699,3,0,,,
257.07,231.08,1.99,0,1.01,2.01,0.99,699,3,0,,,
261.71,235.68,2.03,0,0.97,1.98,1.02,699,3,0,,,
255.94,229.96,1.98,0,1.02,2.01,0.99,699,3,0,,,
259.43,233.42,2.01,0,0.99,2.01,0.99,699,3,0,,,
247.73,221.8,1.91,0,1.02,1.96,1.04,701.07,3,0,,,
253.61,227.64,1.96,0,1.02,2,1,707.87,3,0,,,
259.45,233.44,2.01,0,0.99,2.01,0.99,708,3,0,,,
257.01,231.08,1.99,0.02,0.99,1.99,1.01,708,3,0,,,
258.28,232.28,2,0,1,2,1,708,3,0,,,
258.28,232.28,2,0,1,2.01,0.99,708,3,0,,,
258.24,232.24,2,0,1,1.99,1.01,708,3,0,,,
251.25,225.3,1.94,0,1.03,2,1,710.4,3,0,,,
248.92,222.98,1.92,0,1.02,1.99,1.01,714.72,3,0,,,
259.41,233.4,2.01,0,0.99,1.99,1.01,717,3,0,,,
257.13,231.14,1.99,0,1.01,2,1,717,3,0,,,
258.29,232.29,2,0,1,2.01,0.99,717,3,0,,,
255.93,229.94,1.98,0,0.99,1.97,1.03,718.29,3,0,,,
257.08,231.09,1.99,0,1.01,2,1,720,3,0,,,
258.26,232.26,2,0,1,2.01,0.99,720,3,0,,,
252.36,226.47,1.95,0.02,1.01,2,1,720.02,3,0,,,
252.44,226.47,1.95,0,1.01,1.98,1.02,725.62,3,0,,,
258.24,232.24,2,0,1,2.01,0.99,726,3,0,,,
260.64,234.62,2.02,0,0.98,1.98,1.02,726,3,0,,,
251.23,225.28,1.94,0,1.03,2,1,728.61,3,0,,,
259.44,233.43,2.01,0,0.99,2.01,0.99,729,3,0,,,
259.46,233.45,2.01,0,0.99,1.98,1.02,729,3,0,,,
255.96,229.98,1.98,0,1.02,2.01,0.99,729,3,0,,,
250.13,224.18,1.93,0,1.01,1.99,1.01,729.54,3,0,,,
259.47,233.46,2.01,0,0.99,1.98,1.02,735,3,0,,,
254.79,228.81,1.97,0,1,2,1,736.56,3,0,,,
259.48,233.47,2.01,0,0.99,1.98,1.02,738,3,0,,,
255.96,229.98,1.98,0,1.02,2.01,0.99,738,3,0,,,
259.47,233.46,2.01,0,0.99,2.01,0.99,738,3,0,,,
257.13,231.14,1.99,0,1.01,2,1,738,3,0,,,
254.8,228.82,1.97,0,1,1.97,1.03,739.01,3,0,,,
247.79,221.86,1.91,0,1.03,1.99,1.01,743.84,3,0,,,
259.47,233.46,2.01,0,0.99,2,1,747,3,0,,,
257.13,231.14,1.99,0,1.01,2,1,747,3,0,,,
253.6,227.66,1.96,0,1.02,2,1,747.05,3,0,,,
257.16,231.14,1.99,0,1,2.01,0.99,749.95,3,0,,,
259.47,233.46,2.01,0,0.99,1.98,1.02,750,3,0,,,
255.96,229.98,1.98,0,1.02,2.01,0.99,750,3,0,,,
259.47,233.46,2.01,0,0.99,2.01,0.99,750,3,0,,,
243.12,217.22,1.87,0,1.04,1.97,1.03,756.19,3,0,,,
258.3,232.3,2,0,1,1.99,1.01,759,3,0,,,
259.47,233.46,2.01,0,0.99,2.01,0.99,759,3,0,,,
257.13,231.14,1.99,0,1.01,2,1,759,3,0,,,
258.35,232.35,2,0,1,1.99,1.01,759,3,0,,,
259.48,233.47,2.01,0,0.99,2,1,759,3,0,,,
254.8,228.82,1.97,0,1,1.98,1.02,761.22,3,0,,,
247.85,221.92,1.91,0,1.03,1.98,1.02,763.2,3,0,,,
258.34,232.34,2,0,1,2.01,0.99,768,3,0,,,
258.32,232.32,2,0,1,1.99,1.01,768,3,0,,,
258.32,232.32,2,0,1,2,1,768,3,0,,,
259.53,233.52,2.01,0,0.99,2.01,0.99,768,3,0,,,
254.8,228.82,1.97,0,1,1.97,1.03,768.54,3,0,,,
255.96,229.98,1.98,0,1.02,2.01,0.99,771,3,0,,,
260.7,234.68,2.02,0,0.98,2,1,771,3,0,,,
247.84,221.91,1.91,0,1.03,1.98,1.02,773.7,3,0,,,
255.86,230,1.98,0.04,0.98,2.02,0.98,777,3,0,,,
258.32,232.32,2,0,1,1.99,1.01,777,3,0,,,
257.16,231.17,1.99,0,1.01,2,1,777,3,0,,,
252.45,226.49,1.95,0,1.02,2.01,0.99,778.99,3,0,,,
259.5,233.49,2.01,0,0.99,1.98,1.02,780,3,0,,,
256,230.02,1.98,0,1.02,2.01,0.99,780,3,0,,,
259.53,233.52,2.01,0,0.99,2.01,0.99,780,3,0,,,
250.15,224.2,1.93,0,1.01,1.96,1.04,784.86,3,0,,,
255.98,230,1.98,0,1.02,2.01,0.99,786,3,0,,,
261.83,235.8,2.03,0,0.97,1.99,1.01,786,3,0,,,
253.68,227.72,1.96,0,1.02,2,1,786.09,3,0,,,
254.8,228.82,1.97,0,1.02,2,1,788.94,3,0,,,
259.5,233.49,2.01,0,0.99,2.01,0.99,789,3,0,,,
259.5,233.49,2.01,0,0.99,1.98,1.02,789,3,0,,,
247.79,221.92,1.91,0.02,1.01,2,1,790.7,3,0,,,
259.49,233.48,2.01,0,0.99,1.98,1.02,795,3,0,,,
255.98,230,1.98,0,1.02,2.01,0.99,795,3,0,,,
259.49,233.48,2.01,0,0.99,2.01,0.99,795,3,0,,,
252.52,226.56,1.95,0,1.02,1.99,1.01,796.58,3,0,,,
258.3,232.3,2,0,1,1.99,1.01,798,3,0,,,
257.16,231.17,1.99,0,1.01,2.01,0.99,798,3,0,,,
259.5,233.49,2.01,0,0.99,2,1,798,3,0,,,
250.19,224.24,1.93,0,1.01,1.97,1.03,801.26,3,0,,,
260.67,234.65,2.02,0,0.98,1.99,1.01,804,3,0,,,
250.18,224.24,1.93,0,1.04,2.02,0.98,806.4,3,0,,,
259.49,233.48,2.01,0,0.99,1.98,1.02,807,3,0,,,
255.98,230,1.98,0,1.02,2.01,0.99,807,3,0,,,
257.15,231.16,1.99,0,1.01,2.01,0.99,807,3,0,,,
260.7,234.68,2.02,0,0.98,1.99,1.01,807,3,0,,,
254.79,228.86,1.97,0,1.01,2,1,807,3,0,,,
249,223.02,1.92,0,1.04,1.99,1.01,812.64,3,0,,,
257.16,231.16,1.99,0,0.98,1.98,1.02,813.54,3,0,,,
257.19,231.2,1.99,0,1.01,2,1,816,3,0,,,
257.16,231.17,1.99,0,1.01,2.01,0.99,816,3,0,,,
261.84,235.81,2.03,0,0.97,1.98,1.02,816,3,0,,,
255.96,229.98,1.98,0,1.02,2.01,0.99,816,3,0,,,
259.53,233.52,2.01,0,0.99,2.01,0.99,816,3,0,,,
244.25,218.38,1.88,0,1.03,1.96,1.04,818.36,3,0,,,
258.42,232.38,2,0,1,2,1,824.94,3,0,,,
258.34,232.34,2,0,1,2.01,0.99,825,3,0,,,
259.53,233.52,2.01,0,0.99,1.99,1.01,825,3,0,,,
257.19,231.2,1.99,0,1.01,2,1,825,3,0,,,
259.56,233.55,2.01,0,0.99,2.01,0.99,825,3,0,,,
254.79,228.83,1.97,0,1,1.97,1.03,825.21,3,0,,,
256.06,230.06,1.98,0,1.02,2.01,0.99,828,3,0,,,
250.16,224.21,1.93,0,1.01,1.99,1.01,830.28,3,0,,,
259.58,233.57,2.01,0,0.99,1.98,1.02,834,3,0,,,
258.32,232.32,2,0,1,2.01,0.99,834,3,0,,,
259.55,233.54,2.01,0,0.99,1.99,1.01,834,3,0,,,
257.17,231.18,1.99,0,1.01,2,1,834,3,0,,,
256.02,230.04,1.98,0,1.02,2.01,0.99,834,3,0,,,
254.84,228.86,1.97,0,1,2,1,835.76,3,0,,,
259.53,233.52,2.01,0,0.99,1.98,1.02,837,3,0,,,
246.68,220.76,1.9,0,1.04,1.99,1.01,841.84,3,0,,,
259.51,233.5,2.01,0,0.99,2.01,0.99,843,3,0,,,
259.57,233.56,2.01,0,0.99,1.98,1.02,843,3,0,,,
255.98,230,1.98,0,1.02,2.01,0.99,843,3,0,,,
259.57,233.56,2.01,0,0.99,2.01,0.99,843,3,0,,,
257.13,231.16,1.99,0,0.99,1.97,1.03,843.04,3,0,,,
253.73,227.74,1.96,0,1.03,2.01,0.99,845.9,3,0,,,
257.12,231.17,1.99,0,0.99,1.99,1.01,846,3,0,,,
252.58,226.57,1.95,0,1.01,1.98,1.02,851.52,3,0,,,
256,230.02,1.98,0,1.02,2.01,0.99,852,3,0,,,
259.53,233.52,2.01,0,0.99,2.01,0.99,852,3,0,,,
259.55,233.54,2.01,0,0.99,1.98,1.02,852,3,0,,,
255.98,230,1.98,0,1.02,2.01,0.99,852,3,0,,,
253.69,227.72,1.96,0,1.01,2,1,854.13,3,0,,,
260.68,234.66,2.02,0,0.98,1.98,1.02,855,3,0,,,
246.72,220.8,1.9,0,1.04,1.99,1.01,855.72,3,0,,,
259.5,233.49,2.01,0,0.99,2.01,0.99,861,3,0,,,
258.39,232.39,2,0,1,1.99,1.01,861,3,0,,,
256.02,230.04,1.98,0,1.02,2.01,0.99,861,3,0,,,
254.8,228.84,1.97,0,1,1.99,1.01,861.12,3,0,,,
259.57,233.54,2.01,0,0.99,1.99,1.01,863.98,3,0,,,
256.01,230.03,1.98,0,1.02,2.01,0.99,864,3,0,,,
259.52,233.51,2.01,0,0.99,2,1,864,3,0,,,
249.04,223.1,1.92,0,1.02,1.97,1.03,864.78,3,0,,,
259.5,233.49,2.01,0,0.99,2.01,0.99,870,3,0,,,
254.9,228.93,1.97,0,1.03,2,1,870,3,0,,,
260.66,234.64,2.02,0,0.98,1.99,1.01,870,3,0,,,
252.53,226.57,1.95,0,1.02,2,1,871.36,3,0,,,
259.5,233.49,2.01,0,0.99,2,1,873,3,0,,,
258.38,232.38,2,0,1,1.99,1.01,873,3,0,,,
257.17,231.18,1.99,0,1.01,2.01,0.99,873,3,0,,,
250.19,224.24,1.93,0,1.01,1.98,1.02,874.32,3,0,,,
258.36,232.36,2,0,1,1.99,1.01,879,3,0,,,
257.23,231.24,1.99,0,1.01,2,1,879,3,0,,,
253.63,227.66,1.96,0,1.01,2,1,881.46,3,0,,,
259.56,233.55,2.01,0,0.99,1.99,1.01,882,3,0,,,
257.16,231.17,1.99,0,1.01,2,1,882,3,0,,,
258.4,232.4,2,0,1,2.01,0.99,882,3,0,,,
259.5,233.49,2.01,0,0.99,1.99,1.01,882,3,0,,,
247.86,221.93,1.91,0,1.03,1.98,1.02,884.18,3,0,,,
258.34,232.34,2,0,1,2.01,0.99,888,3,0,,,
254.86,228.88,1.97,0,1,1.98,1.02,888.21,3,0,,,
257.17,231.18,1.99,0,1.01,2,1,891,3,0,,,
258.36,232.36,2,0,1,2.01,0.99,891,3,0,,,
259.54,233.53,2.01,0,0.99,1.99,1.01,891,3,0,,,
257.16,231.17,1.99,0,1.01,2,1,891,3,0,,,
259.58,233.57,2.01,0,0.99,2.01,0.99,891,3,0,,,
248.98,223.04,1.92,0,1.02,1.97,1.03,893.66,3,0,,,
257.22,231.23,1.99,0,1.01,2,1,897,3,0,,,
254.81,228.83,1.97,0,1,2,1,897.93,3,0,,,
259.56,233.55,2.01,0,0.99,1.98,1.02,900,3,0,,,
256,230.02,1.98,0,1.02,2.01,0.99,900,3,0,,,
259.53,233.52,2.01,0,0.99,2.01,0.99,900,3,0,,,
768.06,690.36,5.93,0,3.01,5.96,3.01,901.01,3,0,,,
839.17,754.44,6.48,0,3.27,6.51,3.27,904.02,3,0,,,
828.49,743.99,6.39,0,3.28,6.49,3.27,909.91,3,0,,,
841.7,756.79,6.5,0,3.27,6.51,3.29,916.01,3,0,,,
830.44,746.32,6.41,0.02,3.26,6.48,3.24,919.01,3,0,,,
861.06,774.24,6.65,0,3.34,6.68,3.34,922.01,3,0,,,
823.94,740.49,6.36,0.04,3.22,6.43,3.22,925.01,3,0,,,
826.16,742.81,6.38,0,3.21,6.41,3.21,928.01,3,0,,,
837.84,753.28,6.47,0,3.26,6.48,3.28,931,3,0,,,
806.91,725.31,6.23,0,3.16,6.28,3.14,934,3,0,,,
836.27,750.99,6.45,0,3.31,6.54,3.31,941.58,3,0,,,
815.79,733.48,6.3,0,3.17,6.31,3.19,946,3,0,,,
828.97,745.12,6.4,0,3.25,6.45,3.23,948.99,3,0,,,
828.75,745.14,6.4,0,3.22,6.43,3.22,952,3,0,,,
817.05,734.65,6.31,0,3.17,6.32,3.19,954.99,3,0,,,
830.29,746.27,6.41,0,3.26,6.46,3.24,957.98,3,0,,,
831.61,747.5,6.42,0,3.26,6.47,3.24,960.98,3,0,,,
816.31,733.46,6.3,0.02,3.19,6.37,3.21,964.12,3,0,,,
